,Unnamed: 0,_id,text,task_1,task_2
2705,2790,60c5d6bf5659ea5e55df02b5,why complain about bein lonely when u have nothing to offer but pussy? that doesnt get u a solid relationship lol,HOF,PRFN
2711,872,60c5d6bf5659ea5e55def544,Imagine if cri cri wasnt around. You wouldve had to pimp your wife or girlfriend. Why you mad,HOF,PRFN
2712,982,60c5d6bf5659ea5e55def963,Im still weak cause it was not necessary to call me a bitch that mf so disrespectful ,HOF,PRFN
2721,4163,60c5d6bf5659ea5e55defbf0,If I ever have a son and one of you weird bitches refer to him as sexy I might donkey punch you in the top of yo shit. Thats hella predatory,HOF,PRFN
2738,1915,60c5d6bf5659ea5e55defd2f,Went drag racing  in my grandads car and my cousin also ran over a Russian hooker ,HOF,PRFN
2747,3588,60c5d6bf5659ea5e55def63b,I see a lot of shit. I dont speak on anything,HOF,PRFN
2753,4089,60c5d6bf5659ea5e55defbf1,"A man goes to a $5 hooker and gets crabs. goes to that same hooker and says "" Hey, u gave me crabs!"" The hooker replies, ""For $5 what did you expect? Lobster?"" ",HOF,OFFN
2759,5010,60c5d6bf5659ea5e55def10b,dont know who tf Margaret is but this bitch been giving people out the wrong phone number for at least a decade now and im fukin sick of getting her calls! like how tf do you not know youre number and at that continue to keep going out the wrong one when you set up appointments,HOF,OFFN
2762,321,60c5d6bf5659ea5e55def36d,The AD slander has gotten under my skin this year Im not gone lie.   &amp; it piss me off that he just has not been able to get or stay healthy this year. Folks been lyin on my guy name too much.,HOF,PRFN
2764,2543,60c5d6bf5659ea5e55df041d,// techno neg   fuck off and show us dream,HOF,PRFN
2767,3927,60c5d6bf5659ea5e55def87a,"/ Damn, that shit was so ASS. FUCK.",HOF,PRFN
2775,146,60c5d6bf5659ea5e55def2d8,You and your bloody High Definition Multimedia Interface can bloody well FUCK OFF. You understand? Got o hell bitch.,HOF,PRFN
2776,1281,60c5d6bf5659ea5e55def840,"today our birth givers threatened homelessness again if we dont make money off youtube, were trying our best to earn money off of yt but it likes to fuck w smaller creators so we. cant",NOT,NONE
2791,4369,60c5d6bf5659ea5e55defe91,"I wonder, did I give you dorks drooling in my DMs a permission to bother me with your bollocks?",HOF,PRFN
2792,2951,60c5d6bf5659ea5e55df00ff,opened my laptop to find a dead fly lmao that lil bitch was in there when i slammed the laptop closed last night,NOT,NONE
2794,1327,60c5d6bf5659ea5e55def8cf,") he's sooooooo cocky and arrogant sometimes. SERIOUSLY, it's astounding how much this fucker can have so much of a ego in one little twink body.   But it does make up for his charm and what makes him attractive.",HOF,OFFN
2812,840,60c5d6bf5659ea5e55def658,"Sexual harassment is fun to deal with when HR does a 24 hour gloss over OF the details and then tells me to fuck off but thanks me for being BRAVE, COURAGEOUS and reminds me that WE ARE ON YOUR SIDE.  Yeah, sure I say as I feel Im being punished for having the audacity to speak",HOF,PRFN
2830,121,60c5d6bf5659ea5e55def1fc,This guy has a whole ass fianc and is asking me to fuck .. TRASH,HOF,PRFN
2832,2571,60c5d6bf5659ea5e55df0288,Damn why my work give me 11 days of PTO? FUCK IT WE OFF TODAY,HOF,PRFN
2833,3393,60c5d6bf5659ea5e55def454,"how do i put in tinder bio that i have stage 4 cancer, short boyish hair after chemo, a shitbag and a scar as long as my stomach BUT im dtf-pls-dont-be-scared",HOF,PRFN
2852,4787,60c5d6bf5659ea5e55def894,If conte goes to Everton Im seriously gonna have to quit this 2 Bob Bollocks they call FoOtBaLl!,HOF,PRFN
2855,2331,60c5d6bf5659ea5e55df0173,"No wonder she messaged me on the first, I been livin in her mind rent free this whole time",NOT,NONE
2858,3685,60c5d6bf5659ea5e55defeb3,I hope Miguel never finds love or another girl that will pay for all his shit. He really a broke bitch.,HOF,PRFN
2863,4528,60c5d6bf5659ea5e55def628,I hope my ex sees this and knows shes a whore,HOF,PRFN
2869,4068,60c5d6bf5659ea5e55defb8c,If u cant handle me at my worst then leave cuz I dont have a best. Im always an asshole.,HOF,PRFN
2878,4898,60c5d6bf5659ea5e55def84c,"Shitbag Carlo, contracts mean fuck all now days.",HOF,OFFN
2897,2466,60c5d6bf5659ea5e55df0263,But also....my baby father told me to stop giving her pussy away so we bout to have a conundrum on our hands real soon.,HOF,PRFN
2898,61,60c5d6bf5659ea5e55def10f,"Fair play to Byron Hill and Spencer (not often I could say that about that twat) but, my God, was there ever a worse commentary than that? calling him B.H. in fifth when he was second last and then a load of vomit spewed out from the Wanker Weaver followed by the Bookies' Bitch.",HOF,PRFN
2908,646,60c5d6bf5659ea5e55def68f,"Well, good for you, I guess you're gettin' everything you want You bought a new car and your career's really takin' off It's like we never even happened Baby, what the fuck is up with that?",HOF,PRFN
2911,249,60c5d6bf5659ea5e55def19e,|| Okay don't hate me but Zhongli kinda has the same energy as that capitalism mother fucker from Robots.,HOF,PRFN
2914,1745,60c5d6bf5659ea5e55defce0,nobody:  me standing in front of a mirror  my mind: bloody marry bloody marry bloody marry  me: stfu you dumb bitch!,HOF,PRFN
2922,4466,60c5d6bf5659ea5e55defd43,"CNN is fucking stupid for having George Bushs head attorney on ETHICS to describe why Trump is bad, really?!? Iraq?! Guantanamo?! Dick Cheney?!",HOF,OFFN
2928,1636,60c5d6bf5659ea5e55defb38,just want the swagger of that one asshole drummer in the Cheerios shirt in the sorry you're not a winner video,HOF,PRFN
2931,4728,60c5d6bf5659ea5e55def767,Little dick shouldnt come with a headache...my head already hurt from sucking it.,HOF,PRFN
2942,741,60c5d6bf5659ea5e55def574,the fuck you mean a 34 yr old mother was stealing money from atinys.........,HOF,PRFN
2955,3392,60c5d6bf5659ea5e55def44b,"Divorced, Beheaded, Survived Lived, Served Cunt, Died",HOF,PRFN
2957,2886,60c5d6bf5659ea5e55def1de,"i need 2 get special cellphone gloves so i don't need 2 spend like 5mins a day polishing all the popcorn butter, weed ash &amp; sour skittle dust off this 90% glass motherfucker",NOT,NONE
2966,2203,60c5d6bf5659ea5e55deff75,"My cat is a tsundere bitch, i give her a kiss, she give me a bloody scratch on my cheek.",NOT,NONE
2972,2644,60c5d6bf5659ea5e55df0309,took son into cex this morning to get a new game. went up to pay for it. lad behind desk says good mornin. without a blink of an eye me son shouts back fuck off you bo smellin goth cunt whole shop erupts into laughs an cheers. hes only 1 year old!! cheers,HOF,PRFN
2990,2479,60c5d6bf5659ea5e55df0139,Niggas will walk around dirty asf cause they think self care is gay and wonder why their bitch wanna fuck with a bitchlil stank ass booty niggas,HOF,PRFN
3000,670,60c5d6bf5659ea5e55def53a,"happy pride im a bi bitch, have a good day",HOF,PRFN
3011,1933,60c5d6bf5659ea5e55defe94,"Everybody is a whore, we just sell different parts of ourselves  -Tommy(Peaky blinders)",HOF,PRFN
3016,383,60c5d6bf5659ea5e55def473,enough being a person of morals! im a villain fucker now,HOF,PRFN
3020,3772,60c5d6bf5659ea5e55df00c3,"Why do people find it so unbelievable that I want to work in screenwriting and directing, like bitch it's better than whatever you're doing, fucking data management freak.",HOF,OFFN
3022,726,60c5d6bf5659ea5e55def5bd,"When I use white vinegar in a recipe I really mean it. Bitch you better put that lemon back where you found it, get the 2 gallon jug out from under the sink, right next to the drain cleaner. White vinegar.",HOF,PRFN
3029,394,60c5d6bf5659ea5e55def3f3,"WHAT IF, CONCEPT,, YOU EAT Y FUCKING SHIT YOU ASSHOLE",HOF,PRFN
3044,5062,60c5d6bf5659ea5e55def2bf,U COCKSUCKING WHORE,HOF,PRFN
3054,1156,60c5d6bf5659ea5e55defaa3,My phone was dying in my damn hands lol,NOT,NONE
3082,336,60c5d6bf5659ea5e55def33d,"He definitely ripped this pussy, ayeee",HOF,PRFN
3084,2949,60c5d6bf5659ea5e55df00c6,Love is a crazy fucker,NOT,NONE
3103,4553,60c5d6bf5659ea5e55def665,"If you're one of those nutbars who's all ""I don't need help"" or ""I only want to unlock hidden stuff"" or ""I'll just look for a flowchart online,"" then you can piss off.",HOF,PRFN
3104,4332,60c5d6bf5659ea5e55defcb8,Wouldnt be a summer without Robbie Weston coming out with bollocks rumours acting like hes the most ITK bloke on the planet,HOF,PRFN
3116,2345,60c5d6bf5659ea5e55df01a3,I just know Im gonna order a bunch of clothes off shein and look like a whore this summer ,HOF,PRFN
3140,2259,60c5d6bf5659ea5e55df00a4,shit actually makes sense now,NOT,NONE
3143,2371,60c5d6bf5659ea5e55df0283,": Hehh? I don't know such scawwy pwoeple~  : Stop playing idiot, you son of a bitch!  : Samatoki-sama so scaawwyy~  : You little-!",HOF,OFFN
3181,958,60c5d6bf5659ea5e55def8f4," thrusts slowly. Its only the morning after all, but his hand speeds up around s dick, his fingers stopping to knead the sensitive head, until  is stomping his foot and whimpering.",HOF,PRFN
3193,2961,60c5d6bf5659ea5e55df024c,Next cunt challenge me in the middle lane without watching d time I parking and chilling till you  act right!!!! FUCKING Fedup dog!,HOF,PRFN
3200,414,60c5d6bf5659ea5e55def35a,the red flags may have been big... but his dick was even bigger amen,HOF,PRFN
3203,3856,60c5d6bf5659ea5e55df00c2,Queer people sharing H*rry P*tter themed pride posts rub me off the wrong way did we all collectively forget that the author is transphobic as fuck?,HOF,OFFN
3205,560,60c5d6bf5659ea5e55def571,SHOOT NOW ASSHOLE,HOF,PRFN
3215,4038,60c5d6bf5659ea5e55defc9d,i swear to god it this fucker baits dream out of us just so he gets views im rioting,HOF,PRFN
3220,969,60c5d6bf5659ea5e55def9d0,I understand when people do me shit  but once  I reciprocate I got tagged the bad egg ,NOT,NONE
3225,3289,60c5d6bf5659ea5e55def13b,gambler is ITTTT she serves cunt,HOF,OFFN
3227,392,60c5d6bf5659ea5e55def370,Im a fucking whore for displays of platonic connection,HOF,PRFN
3232,143,60c5d6bf5659ea5e55def22a,Im not eating homemade edibles. You gone fuck around and be the first to die off a edible ,HOF,PRFN
3238,4449,60c5d6bf5659ea5e55defcaa,She wanted some shitbag like Zoeller to get hard for her. It was so sad. All of us were so sad.,HOF,PRFN
3239,2976,60c5d6bf5659ea5e55df0191,"What utter bollocks these lockdowns are, so cases are up but deaths/serious reactions are down. Zero deaths from cases within last 28 days of positive test. All at risk groups covered so why the delay? Whos making money from this not joe bloggs",HOF,PRFN
3240,1213,60c5d6bf5659ea5e55def73e,Whats with all the hooker followers?,NOT,NONE
3276,4920,60c5d6bf5659ea5e55def6ff,Been single for 5 years now. I wanna date but this dating shit some huff,NOT,NONE
3293,3481,60c5d6bf5659ea5e55def414,Friendly reminder that you raised the generation you bitch about.,HOF,PRFN
3304,37,60c5d6bf5659ea5e55def181,painted my nails black now i feel like the baddest bitch,HOF,PRFN
3309,2741,60c5d6bf5659ea5e55df030e,"Now if you think that Bully behaves hurtfully out of fear, and you feel compelled to offer friendship, that's awesome.  If it turns out Bully hurts people cause they like it, you really do have an ethical obligation to your community to set that motherfucker on fire.",HOF,PRFN
3320,3557,60c5d6bf5659ea5e55def503,Bought something from eBay Hermes lost it seller refunded me parcel arrived today ffs contacted seller to pay because Im not a cunt Well not always,HOF,PRFN
3326,232,60c5d6bf5659ea5e55def136,Pimp C ft Bun B and Big K.R.I.T. - Grippin On The Wood (Clean),HOF,PRFN
3333,2607,60c5d6bf5659ea5e55df0284,In reality I am a loud mouthed asshole and clown that tries to play off by making butthole jokes. In reality I am incredibly stupid and hormonal and thing about big tits. But you only know me as a quiet and emotionless autist that draws and doesnt respond when you talk to her.,HOF,PRFN
3349,3716,60c5d6bf5659ea5e55deff25,Everton fans furious at the possibility of Eddie Howe taking over as manager . . . . they could do a lot worst than that and have done previously. Another club thinking they are billy big bollocks again . . . same as Liverpool did with Brendan Rodgers,HOF,PRFN
3350,892,60c5d6bf5659ea5e55def708,"We parked in a lot right next to a police scene where a woman had her shit ROCKED, blood was everywhere. The police were questioning the woman who punched her and she said, ""she ran up on ME and I told her I'd do it"". All witnesses confirmed and the bloody bitch got arrested ",HOF,PRFN
3353,140,60c5d6bf5659ea5e55def1bc,"The antis are comparing apples to oranges and for what??? Do not ever compare the hardships, neglect and abuse of these children to ignorance of adults fully capable of taking care of their own shit! How the fuck dare you!",HOF,PRFN
3363,3939,60c5d6bf5659ea5e55defa9c,KATIE YOU MOTHERFUCKER WAS IT YOU,HOF,OFFN
3370,4344,60c5d6bf5659ea5e55defcf4,"Let nobody piss me off today. Anybody wey come go collect. If you voted Boohari and you dont want to hear I told you so, you can log out. Bcos you go collect if you cross me guy.",HOF,PRFN
3376,2952,60c5d6bf5659ea5e55df010f,How low do you have to be to shag a married man whos wife is being treated for cancer? If the headlines in the rags had mistress who shagged married man whilst wife was being treated for cancer finally weds him do you think the voters would still think Johnson a  good laugh?,HOF,PRFN
3389,2823,60c5d6bf5659ea5e55df03b4,Bruh how long yall gon be mad about Wade son being gay... or a trans person.. or whatever the fuck. Why is this always a topic? Tired of seein this lil nigga with his bad bitch outfit on followed by a think piece. Lmao why are yall saving pics of this nigga? I dont get it,HOF,PRFN
3394,3141,60c5d6bf5659ea5e55df03f1,"WHAT THE HELL! WHY JOHN QUINCY ADAMS, YOU SON OF A BITCH, WHY, TELL ME WHY!!!",HOF,PRFN
3395,1332,60c5d6bf5659ea5e55def9a1,I feel 10x better than i felt 3 weeks ago. lmao &amp; i handled that shit on my own ,NOT,NONE
3398,4536,60c5d6bf5659ea5e55def51b,R.I.P that pussy,HOF,PRFN
3407,1365,60c5d6bf5659ea5e55def9e8,In a past life Im certain I was his pimp and he was my bottom bitch,HOF,OFFN
3409,4411,60c5d6bf5659ea5e55defd5c,someone tell me how to style a shag haircut because its not suiting me at all and i feel like crying im reliving my year 8 hairstyle all over again,NOT,NONE
3410,3480,60c5d6bf5659ea5e55def403,i really don't want to sound like an asshole but i really think it's kinda disrespectful that my english language III prof wants us to use such a simple template for our presentation. we didn't do that even in eng language I. it's disrespectful against all our hard work last year,HOF,PRFN
3416,2177,60c5d6bf5659ea5e55defea5,Fuck off,HOF,PRFN
3417,4598,60c5d6bf5659ea5e55def584,"I remember in Miller Hall we had a bloody tampon bandit . there was some bitch leaving her tampons in the toilets, on the floor, exposed in the trash, in the shower stall!! I mean this bitch was leaving her mark everywhere. Idk who it was, but Yall know she wasnt ",HOF,PRFN
3418,4906,60c5d6bf5659ea5e55def925,Stupid fucker stop being a loser la bebal,HOF,PRFN
3429,2602,60c5d6bf5659ea5e55df03d0,"Today was hell on wheels!! Im at that shes cute when shes angry, She actually might kill someone , fuck off stage",HOF,PRFN
3437,3920,60c5d6bf5659ea5e55def6ee,I dont fuck with anyone and yet I still hear about me from all over.. you fragile ass niggas gotta take my fucking dick out of your mouth,HOF,PRFN
3438,493,60c5d6bf5659ea5e55def3d1,The Young Bucks are dick head heels and I love it.,HOF,PRFN
3443,1292,60c5d6bf5659ea5e55def901,"son of a bitch, I ordered some thigh hish socks because I wana look cute damn it  But my thighs are too thick for them ",HOF,OFFN
3452,4181,60c5d6bf5659ea5e55defb34,never trust a bitch who first drink order is a bloody mary ,HOF,PRFN
3461,4416,60c5d6bf5659ea5e55defdee,"ok, google: why my man's dick trash?",HOF,PRFN
3463,968,60c5d6bf5659ea5e55def9cf,if yall lived with me irl youd just hear me going son of a bitch as i address the lizard popping out of nowhere in my kitchen in the middle of the night,HOF,PRFN
3474,5054,60c5d6bf5659ea5e55def22d,"She took me to her mamas, n then we went to her place. I then started drinking too. Time was moving and I wanted go to my place.  Uncomfortable kissing n caressing. I'm not home no condoms plus I jus met this bitch she want to shag. Next thing I'm thinking about consent",NOT,NONE
3477,3916,60c5d6bf5659ea5e55defaae,"You ever realize how fast family turn to foe the moment they walk in on ya in the bathroom? You be sitting there taking a shit, all of a sudden that door bursts open, and you're like, ""motherfucker I will cut the next sum bitch that tries to come in here! I am for real.""",HOF,PRFN
3479,4134,60c5d6bf5659ea5e55defbba,"the funniest type of comments on instagram are the ones that are like ""i didnt follow u fuck off from my feed"" like....buddy.......just unfollow and block them lmao",HOF,PRFN
3484,2989,60c5d6bf5659ea5e55df01a0,weve got a strong squad but even if we had the strongest squad in the world wed win nothing with that clueless waistcoat wearing twat in charge,HOF,PRFN
3487,4607,60c5d6bf5659ea5e55def6b4,man people piss me off,HOF,PRFN
3490,780,60c5d6bf5659ea5e55def540,"bf is taking a nap talking in his sleep just said babe, Im gonna weather tech your pussy",HOF,PRFN
3497,2336,60c5d6bf5659ea5e55df0219,i need to stay the fuck off shein ,HOF,PRFN
3498,1748,60c5d6bf5659ea5e55defd85,"A bill collector just called my grandma she said, excuse me... do me a favor pls and get the fuck off my phone ",HOF,PRFN
3504,2615,60c5d6bf5659ea5e55df03d6,ITS     A FUCKING FAN FICITON OK WORD WHYD I CRY THEN FUCK OFF,HOF,PRFN
3506,4302,60c5d6bf5659ea5e55defe00,Too high. I cant tell if my pussy is hanging out of my shorts at this Price Chopper or not. Send prayers.,HOF,PRFN
3510,1530,60c5d6bf5659ea5e55defc3a,i cannot for the life of me get this child to say DISK right  this boy keeps saying dick  help,HOF,PRFN
3513,3437,60c5d6bf5659ea5e55def40f,If I see one more adult do that shit body tik tok Im calling child line,HOF,PRFN
3514,2284,60c5d6bf5659ea5e55df01d9,This is my fucking diary lol until dork Dorsey sends a bot to shut me down I'm not interested in being your constant source of good energy   I CAN'T BREATHE MOTHERFUCKER,HOF,PRFN
3515,2835,60c5d6bf5659ea5e55df0354,Ron FUCKING DeSantis being a mother fucker again. cant wait to see that bitch out of office,HOF,PRFN
3521,281,60c5d6bf5659ea5e55def45b,Who wanna come give me head while you get your dick sucked by my Nigga lol,HOF,PRFN
3533,3879,60c5d6bf5659ea5e55df0157,you arent allowed to elevate that part of your identity to the level of importance as normal gender has to us which is obviously total bollocks,HOF,PRFN
3535,1054,60c5d6bf5659ea5e55def6f1,ppl always take anything as completely driven by love or hate damn bro its just critical thinking,NOT,NONE
3537,250,60c5d6bf5659ea5e55def2dc,Fuck off,HOF,PRFN
3538,2506,60c5d6bf5659ea5e55df02eb,"Based on the little Ive seen of that AoT no Requiem project or whatever, it just seems so damn cringe to me lmao",HOF,PRFN
3543,4065,60c5d6bf5659ea5e55defb31,Sweating like a hooker in church,HOF,PRFN
3545,2930,60c5d6bf5659ea5e55df022b,These pigeons in toronto have no chill like what the bloody hell man,NOT,NONE
3548,751,60c5d6bf5659ea5e55def651,How the fuck do people get off with fake nails on,HOF,PRFN
3561,1815,60c5d6bf5659ea5e55defd7c,"dear god, may his dick get soft when trying to fuck another bitch amen.",HOF,PRFN
3562,4069,60c5d6bf5659ea5e55defb97,"Ive waiting my whole life for tonight. FUCK LEFRAUD, SUNS IN 6!!!! Lakers fans stop making excuses about ADisney being out. Lebron is 14-0 in the first round and thats about to end!!!!",HOF,PRFN
3583,29,60c5d6bf5659ea5e55def284,LOSERS LOSE FINLAND AND PLAY NXT ROUND  YR MATEMATIC IS ASSHOLE LLOSERS,HOF,PRFN
3585,3098,60c5d6bf5659ea5e55df044c,"additionally, if you're a wrestler on here going ""you can do what you want, but don't say you're not getting hurt, you're getting hurt"" congratulations, you're doing free PR for WWE just like that Barstool shitbag is.",HOF,OFFN
3612,897,60c5d6bf5659ea5e55def75b,Rah a year has nearly gone past and u already licking another asshole ,HOF,PRFN
3623,4200,60c5d6bf5659ea5e55defbbc,"These guys claim theyve got the money, sue the bloody hell out of them to serve as a deterrent. Why settle for half arse apologies like this one.",HOF,PRFN
3628,3310,60c5d6bf5659ea5e55def23d,why are you still obsessed with me? lmao sad fucker,HOF,PRFN
3642,2994,60c5d6bf5659ea5e55df0297,"If you turn into an absolute prick around certain people and use their happiness to get a laugh with the other person, then go back to yourself when theyre gone youre an absolute cunt sorry",HOF,OFFN
3644,2962,60c5d6bf5659ea5e55df024d,i even saved for the fucker and he didn't even come home when his banner was happening,NOT,NONE
3645,2032,60c5d6bf5659ea5e55defedb,Oh fuck off. Everyone and everything.,HOF,PRFN
3646,3881,60c5d6bf5659ea5e55df0198,KALSKWKDJAKSB COMO ME GRABO A JOSEPH DICIENDO SON OF A BITCH PORFA LO AMO UN MONTON,HOF,PRFN
3647,2036,60c5d6bf5659ea5e55deff21,Fuck I forgot how you can actually like going to work when you enjoy your job.. LOL,HOF,PRFN
3651,1138,60c5d6bf5659ea5e55def9bf,I already know im about to cry like a motherfucker At this pose epsidose,HOF,PRFN
3653,3382,60c5d6bf5659ea5e55def3a6,My mom and bf took the stairs instead of the elevator with me and I just know theyre talking shit,HOF,PRFN
3654,275,60c5d6bf5659ea5e55def3a2,"BITCH IT TOOK APPROXIMATELY ONE MINUTE -AND FIFTEEN SECONDS BEFORE I SCREAMED ""GIRL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"" FOR BLOODY MURDER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",HOF,PRFN
3655,3100,60c5d6bf5659ea5e55df0471,"I'm a working bitch, ain't got no time for dick",HOF,PRFN
3657,2802,60c5d6bf5659ea5e55df03e1,"If I get into a fight &amp; you see me onna ground n I get back up n my face clear wih no bloody nose , no scars , no black eyes !! Den tha bitch hits wasnt connecting set !",NOT,NONE
3664,4627,60c5d6bf5659ea5e55def824,Fuck off i dont care anymore,HOF,PRFN
3679,2868,60c5d6bf5659ea5e55def194,Cont 3.  post by :Idiot RCP 30.03.2002 15:16 they even went to the extent of 'actively' opposed (...)Q If the sparts and the RCP were really funded by the CIA or MI5 then why didn't they try alot harder to actually mis*lead* the 'movement' and not just sit back+talk bollocks..,NOT,NONE
3684,1139,60c5d6bf5659ea5e55def9cb,Im such a bipolar son of a bitch,HOF,PRFN
3701,4655,60c5d6bf5659ea5e55def899,Oh gosh is there a better feeling than when youre sucking dick and he puts his hands on the back of your head to force you down while he thrusts his hips and calls you a good boy Plz send me dicks to suck Im needy ,HOF,PRFN
3717,198,60c5d6bf5659ea5e55def1bf,get this bloody burger off my head before I stab a bitch,HOF,PRFN
3719,4224,60c5d6bf5659ea5e55defbe4,I generally do not tolerate people trying to interfere like that.. would you like a person in your life that could be manipulated into turning their back on you? no? then maybe stop doing it and fuck off,HOF,PRFN
3726,2217,60c5d6bf5659ea5e55deff47,Spirit is really starting to piss me off how tf am I supposed to work for myself if I dont have the funds to do so ?! putting me in situations to either quit my 9-5 or lose it?! Like bitch this shit is getting old. Almost a damn year with this repetitive bullshit. I HATE IT.,NOT,NONE
3730,4253,60c5d6bf5659ea5e55defb66,How many more shitbag toxic assholes do I get to unfollow/softblock today?,HOF,PRFN
3732,4778,60c5d6bf5659ea5e55def7ec,People feel that we should be like Mexico and over throw our government what the fuck ,HOF,PRFN
3734,4963,60c5d6bf5659ea5e55def783,this heat wave can fuck right off I DONT HAVE AC IM DYING,HOF,PRFN
3743,430,60c5d6bf5659ea5e55def2e7,there goes that damn 2:21,NOT,NONE
3751,1175,60c5d6bf5659ea5e55def958,Got my dick sucked by a girl with a plate in her head call that iron dome,HOF,PRFN
3770,776,60c5d6bf5659ea5e55def674,My coworker broke up with his boyfriend this weekend. So I said wow this is like your flu game today huh and he replied with what the fuck are you talking about,HOF,PRFN
3771,1491,60c5d6bf5659ea5e55defc99,cause youre a milf and im a mother fucker,HOF,PRFN
3789,5114,60c5d6bf5659ea5e55def1ec,I need a To Pimp a Butterfly 2,HOF,PRFN
3790,4328,60c5d6bf5659ea5e55defe09,"21st June? I've spent the last few days in holiday: at a busy beach, in the city, on public transport, in shops, museums, pubs and restaurants... Based on how close every fucker gets to strangers, and shit mask technique, it feels like 21 June is already here.",HOF,PRFN
3806,3870,60c5d6bf5659ea5e55df009d,damn Im finna b at work all night ,HOF,PRFN
3808,4042,60c5d6bf5659ea5e55defb6a,Ayo why do I feel like Im having an acid trip???? My whole vision is making patterns and shit bruh Im legitimately scared what the hell is this,HOF,PRFN
3811,1063,60c5d6bf5659ea5e55def73b,Fvck this bastard dey make me type like illiterate.,HOF,PRFN
3818,314,60c5d6bf5659ea5e55def443,If you wont bend me over and fuck me in my compression socks then you dont deserve to bend me over and fuck me when Im in a sundress and no panties,HOF,PRFN
3837,4885,60c5d6bf5659ea5e55def6de,"I need to lay low off these ice coffees before my skin start breaking out , I will be one piss BITCH!!!!!!! ",HOF,PRFN
